complaint_id,department,district,service_type,complaint_category,complaint_date,resolution_date,resolution_time_days,status,satisfaction_score,priority
C002336,Provincial Council Secretariat,Kandy,License Renewal,System Downtime,2025-01-19,2025-03-16,56,Resolved,3,Low
C002337,Provincial Council Secretariat,Trincomalee,Medical Certificate,Incorrect Information,2025-05-23,,120,Pending,2,High
C002338,Divisional Secretariat,Trincomalee,Business Registration,Rude Staff Behavior,2024-10-20,2025-03-15,146,Resolved,4,High
C002339,Department of Census and Statistics,Ampara,School Admission,Rude Staff Behavior,2025-08-28,2025-11-15,79,Resolved,5,Medium
C002340,Department of Pensions,Vavuniya,Passport Application,Long Queue,2024-01-06,2024-05-01,116,Resolved,4,Medium
C002341,Department of Immigration,Hambantota,Marriage Certificate,Bribery Demand,2025-05-25,2025-08-31,98,Resolved,4,Medium
C002342,Inland Revenue Department,Matara,School Admission,Delayed Processing,2025-07-16,2025-11-09,116,Resolved,2,Low
C002343,Department of Motor Traffic,Vavuniya,Marriage Certificate,Poor Facility Condition,2024-01-14,2024-07-01,169,Resolved,4,Low
C002344,Pradeshiya Sabha,Puttalam,Business Registration,Bribery Demand,2024-03-15,2024-07-25,132,Resolved,5,Low
C002345,Department of Immigration,Matara,Marriage Certificate,Long Queue,2024-01-23,,606,Pending,1,Low
C002346,Registrar General Department,Gampaha,License Renewal,Protocol Violation,2025-08-29,2025-12-26,119,Resolved,3,Medium
C002347,Municipal Council,Ampara,Police Report,Missing Documents,2025-05-24,2025-10-14,143,Resolved,5,Low
C002348,Department of Census and Statistics,Vavuniya,Birth Certificate,Incorrect Information,2025-04-03,,170,Pending,1,Low
C002349,Municipal Council,Matara,Medical Certificate,Delayed Processing,2024-05-18,2024-08-01,75,Resolved,5,Medium
C002350,Provincial Council Secretariat,Polonnaruwa,Marriage Certificate,Bribery Demand,2023-11-08,2024-01-18,71,Resolved,3,Low
C002351,Municipal Council,Kandy,License Renewal,Long Queue,2024-11-12,2025-04-12,151,Resolved,3,Low
C002352,Department of Motor Traffic,Mannar,Visa Processing,System Downtime,2023-10-08,2024-01-20,104,Resolved,5,High
C002353,Pradeshiya Sabha,Gampaha,Pension Claims,Missing Documents,2025-05-15,2025-06-04,20,Resolved,3,High
C002354,Department of Motor Traffic,Polonnaruwa,Pension Claims,System Downtime,2025-08-05,2025-10-13,69,Resolved,1,Low
C002355,Department of Motor Traffic,Batticaloa,Business Registration,System Downtime,2023-12-18,2024-02-14,58,Resolved,5,Low
C002356,Divisional Secretariat,Ampara,License Renewal,Protocol Violation,2025-06-10,2025-11-09,152,Resolved,3,Medium
C002357,Provincial Council Secretariat,Galle,Visa Processing,Protocol Violation,2024-10-01,2024-11-20,50,Resolved,3,Low
C002358,Department of Immigration,Vavuniya,School Admission,Overcharging,2025-03-21,2025-08-13,145,Resolved,4,Medium
C002359,Provincial Council Secretariat,Polonnaruwa,School Admission,Delayed Processing,2025-03-14,2025-07-03,111,Resolved,4,Low
C002360,Registrar General Department,Mannar,License Renewal,System Downtime,2025-08-19,2025-12-22,125,Resolved,4,Medium
C002361,Divisional Secretariat,Batticaloa,Pension Claims,Long Queue,2024-12-03,2025-03-30,117,Resolved,5,Medium
C002362,Department of Immigration,Mullaitivu,Police Report,System Downtime,2024-05-20,,488,Pending,4,Low
C002363,Department of Immigration,Vavuniya,License Renewal,Incorrect Information,2025-06-28,2025-11-19,144,Resolved,5,High
C002364,Department of Immigration,Kalutara,Land Registration,System Downtime,2025-04-09,2025-09-03,147,Resolved,3,Low
C002365,Department of Education,Jaffna,Police Report,Delayed Processing,2024-08-07,2024-09-07,31,Resolved,3,Medium
C002366,Registrar General Department,Kandy,Business Registration,Protocol Violation,2024-02-09,2024-05-18,99,Resolved,4,Low
C002367,Department of Immigration,Mullaitivu,Visa Processing,Rude Staff Behavior,2023-12-24,2024-05-24,152,Resolved,3,Low
C002368,Registrar General Department,Batticaloa,License Renewal,Incorrect Information,2025-05-30,2025-08-24,86,Resolved,4,Medium
C002369,Provincial Council Secretariat,Mannar,Medical Certificate,Incorrect Information,2024-09-30,2024-11-03,34,Resolved,2,Low
C002370,Divisional Secretariat,Matale,Marriage Certificate,System Downtime,2023-11-06,2024-03-15,130,Resolved,2,Low
C002371,Department of Motor Traffic,Kalutara,Medical Certificate,Missing Documents,2023-09-21,2023-09-26,5,Resolved,5,Low
C002372,Department of Motor Traffic,Batticaloa,Marriage Certificate,Bribery Demand,2025-09-11,2025-12-25,105,Resolved,3,Medium
C002373,Provincial Council Secretariat,Nuwara Eliya,Business Registration,Poor Facility Condition,2024-07-02,2024-10-31,121,Resolved,5,Low
C002374,Provincial Council Secretariat,Polonnaruwa,Business Registration,Rude Staff Behavior,2024-07-03,,444,Pending,1,Low
C002375,Department of Health Services,Kalutara,Pension Claims,Protocol Violation,2024-06-15,2024-08-16,62,Resolved,1,High
C002376,Department of Census and Statistics,Kurunegala,Medical Certificate,Long Queue,2024-10-07,,348,Pending,1,Low
C002377,Department of Education,Kandy,Medical Certificate,Delayed Processing,2025-05-01,2025-05-02,1,Resolved,4,Low
C002378,Pradeshiya Sabha,Mannar,Passport Application,Overcharging,2024-12-01,,293,Pending,3,Low
C002379,Department of Education,Kalutara,Pension Claims,Poor Facility Condition,2025-04-26,,147,Pending,1,Low
C002380,Pradeshiya Sabha,Polonnaruwa,Birth Certificate,Protocol Violation,2023-10-06,,715,Pending,2,Medium
C002381,Inland Revenue Department,Polonnaruwa,Marriage Certificate,Poor Facility Condition,2024-08-05,2024-10-28,84,Resolved,4,Medium
C002382,Department of Health Services,Mannar,Marriage Certificate,Poor Facility Condition,2024-11-17,2025-04-13,147,Resolved,2,Low
C002383,Registrar General Department,Anuradhapura,Police Report,Protocol Violation,2025-01-16,2025-05-02,106,Resolved,5,High
C002384,Registrar General Department,Galle,Police Report,Delayed Processing,2025-01-18,2025-04-08,80,Resolved,5,Low
C002385,Provincial Council Secretariat,Badulla,School Admission,Missing Documents,2024-08-26,,390,Pending,1,Low
C002386,Inland Revenue Department,Ratnapura,Tax Filing,Overcharging,2024-03-26,,543,Pending,3,Low
C002387,Department of Motor Traffic,Vavuniya,Visa Processing,Protocol Violation,2024-05-25,2024-07-03,39,Resolved,3,Low
C002388,Pradeshiya Sabha,Hambantota,Visa Processing,Protocol Violation,2024-12-03,2025-05-03,151,Resolved,4,Medium
C002389,Inland Revenue Department,Vavuniya,Medical Certificate,Incorrect Information,2025-04-03,2025-05-19,46,Resolved,3,Low
C002390,Department of Education,Batticaloa,Visa Processing,Long Queue,2024-02-09,2024-05-04,85,Resolved,3,Low
C002391,Department of Health Services,Nuwara Eliya,Passport Application,Poor Facility Condition,2024-12-23,2025-03-24,91,Resolved,1,Low
C002392,Department of Census and Statistics,Kandy,License Renewal,Overcharging,2023-09-30,2024-02-16,139,Resolved,5,Medium
C002393,Registrar General Department,Matara,Birth Certificate,Delayed Processing,2024-08-02,2025-01-20,171,Resolved,5,High
C002394,Municipal Council,Colombo,Marriage Certificate,System Downtime,2025-01-06,2025-04-16,100,Resolved,1,Medium
C002395,Municipal Council,Monaragala,Marriage Certificate,Rude Staff Behavior,2025-09-11,2026-03-05,175,Resolved,3,Medium
C002396,Department of Census and Statistics,Hambantota,Police Report,Delayed Processing,2024-11-09,2025-02-12,95,Resolved,5,Medium
C002397,Department of Education,Kilinochhi,School Admission,System Downtime,2023-09-21,2024-03-10,171,Resolved,2,High
C002398,Pradeshiya Sabha,Gampaha,Birth Certificate,System Downtime,2023-11-20,,670,Pending,3,Low
C002399,Department of Census and Statistics,Polonnaruwa,Medical Certificate,Poor Facility Condition,2024-04-27,2024-06-13,47,Resolved,5,Low
C002400,Department of Pensions,Gampaha,Land Registration,Delayed Processing,2025-06-30,2025-09-25,87,Resolved,1,Medium
C002401,Provincial Council Secretariat,Gampaha,Tax Filing,Poor Facility Condition,2025-09-11,2025-10-15,34,Resolved,3,Medium
C002402,Registrar General Department,Gampaha,License Renewal,Missing Documents,2025-07-11,,71,Pending,1,Low
C002403,Department of Motor Traffic,Galle,Police Report,Poor Facility Condition,2025-08-14,2025-10-31,78,Resolved,4,Low
C002404,Department of Health Services,Gampaha,Business Registration,Poor Facility Condition,2024-07-01,2024-07-10,9,Resolved,5,Medium
C002405,Municipal Council,Anuradhapura,Birth Certificate,Bribery Demand,2024-07-08,,439,Pending,2,High
C002406,Provincial Council Secretariat,Mannar,Tax Filing,Bribery Demand,2024-08-30,2025-02-04,158,Resolved,5,High
C002407,Department of Health Services,Kalutara,License Renewal,Long Queue,2025-08-23,2025-09-30,38,Resolved,1,Low
C002408,Department of Motor Traffic,Vavuniya,School Admission,Missing Documents,2025-01-31,2025-06-28,148,Resolved,1,High
C002409,Pradeshiya Sabha,Batticaloa,Land Registration,Incorrect Information,2025-04-03,,170,Pending,2,Low
C002410,Pradeshiya Sabha,Badulla,Marriage Certificate,Bribery Demand,2025-09-02,2026-01-03,123,Resolved,4,Medium
C002411,Department of Census and Statistics,Matara,License Renewal,Long Queue,2025-04-26,2025-07-14,79,Resolved,4,Low
C002412,Department of Motor Traffic,Galle,Marriage Certificate,System Downtime,2025-01-02,2025-02-12,41,Resolved,3,Medium
C002413,Department of Immigration,Vavuniya,Marriage Certificate,Incorrect Information,2023-12-04,2024-03-11,98,Resolved,3,Low
C002414,Department of Immigration,Badulla,School Admission,Rude Staff Behavior,2025-03-24,2025-08-21,150,Resolved,1,Low
C002415,Pradeshiya Sabha,Gampaha,School Admission,Long Queue,2024-05-04,2024-05-29,25,Resolved,1,Medium
C002416,Department of Motor Traffic,Polonnaruwa,Business Registration,Protocol Violation,2024-11-25,2024-12-07,12,Resolved,3,High
C002417,Registrar General Department,Kalutara,Pension Claims,Missing Documents,2025-02-24,2025-02-28,4,Resolved,2,Low
C002418,Municipal Council,Kilinochhi,Land Registration,System Downtime,2024-02-07,2024-02-09,2,Resolved,3,Medium
C002419,Divisional Secretariat,Nuwara Eliya,Birth Certificate,Rude Staff Behavior,2025-04-19,2025-09-06,140,Resolved,3,Medium
C002420,Department of Motor Traffic,Matara,Passport Application,Missing Documents,2025-05-20,2025-08-08,80,Resolved,2,Medium
C002421,Department of Census and Statistics,Mannar,Business Registration,Rude Staff Behavior,2024-03-22,2024-09-16,178,Resolved,2,Low
C002422,Department of Immigration,Colombo,Land Registration,Delayed Processing,2025-01-06,2025-01-13,7,Resolved,4,Low
C002423,Provincial Council Secretariat,Colombo,Marriage Certificate,Bribery Demand,2024-09-07,2024-11-04,58,Resolved,4,Low
C002424,Pradeshiya Sabha,Badulla,Marriage Certificate,Delayed Processing,2024-03-11,,558,Pending,3,Low
C002425,Department of Education,Ratnapura,License Renewal,System Downtime,2025-03-11,2025-07-23,134,Resolved,4,Medium
C002426,Department of Health Services,Galle,Business Registration,System Downtime,2024-12-08,,286,Pending,1,Low
C002427,Department of Census and Statistics,Puttalam,Police Report,Overcharging,2025-04-06,,167,Pending,2,Medium
C002428,Provincial Council Secretariat,Trincomalee,License Renewal,Long Queue,2025-01-14,2025-07-10,177,Resolved,1,Medium
C002429,Pradeshiya Sabha,Anuradhapura,Passport Application,Delayed Processing,2024-09-02,2025-01-03,123,Resolved,4,Medium
C002430,Divisional Secretariat,Ampara,Marriage Certificate,Protocol Violation,2024-10-09,2024-11-18,40,Resolved,4,Low
C002431,Provincial Council Secretariat,Matale,Marriage Certificate,Overcharging,2024-08-04,2025-01-20,169,Resolved,1,Low
C002432,Provincial Council Secretariat,Matale,Medical Certificate,Bribery Demand,2023-11-15,2024-01-09,55,Resolved,4,Low
C002433,Department of Pensions,Ampara,Visa Processing,Bribery Demand,2024-02-27,,571,Pending,1,Medium
C002434,Department of Census and Statistics,Puttalam,School Admission,Bribery Demand,2025-03-11,2025-03-28,17,Resolved,3,Medium
C002435,Department of Motor Traffic,Matale,License Renewal,Bribery Demand,2025-08-10,,41,Pending,2,High
C002436,Department of Immigration,Matale,Police Report,Overcharging,2024-06-30,2024-12-26,179,Resolved,2,Low
C002437,Pradeshiya Sabha,Galle,License Renewal,Rude Staff Behavior,2024-01-29,2024-02-25,27,Resolved,2,Medium
C002438,Department of Health Services,Galle,License Renewal,Long Queue,2024-11-21,2024-12-04,13,Resolved,3,Low
C002439,Department of Census and Statistics,Vavuniya,School Admission,Delayed Processing,2025-05-22,2025-09-12,113,Resolved,3,Medium
C002440,Department of Motor Traffic,Polonnaruwa,Marriage Certificate,Poor Facility Condition,2024-05-07,,501,Pending,1,Low
C002441,Registrar General Department,Ampara,Visa Processing,Missing Documents,2025-08-20,2026-02-12,176,Resolved,5,High
C002442,Provincial Council Secretariat,Galle,Birth Certificate,Long Queue,2023-11-01,2023-12-12,41,Resolved,4,Low
C002443,Department of Health Services,Nuwara Eliya,Marriage Certificate,Poor Facility Condition,2025-03-28,2025-04-15,18,Resolved,4,Low
C002444,Provincial Council Secretariat,Gampaha,Tax Filing,Missing Documents,2024-04-15,2024-08-01,108,Resolved,3,Medium
C002445,Department of Health Services,Batticaloa,License Renewal,Missing Documents,2024-10-02,2025-01-17,107,Resolved,5,Low
C002446,Department of Health Services,Mannar,Tax Filing,Long Queue,2024-10-28,2024-11-19,22,Resolved,4,Low
C002447,Department of Motor Traffic,Batticaloa,Pension Claims,Missing Documents,2024-07-10,2024-09-14,66,Resolved,3,High
C002448,Divisional Secretariat,Mullaitivu,Tax Filing,Long Queue,2025-08-22,2025-10-10,49,Resolved,4,Low
C002449,Department of Immigration,Vavuniya,Marriage Certificate,Missing Documents,2025-06-01,2025-09-26,117,Resolved,2,High
C002450,Department of Pensions,Galle,Pension Claims,Rude Staff Behavior,2024-01-19,,610,Pending,4,High
C002451,Department of Pensions,Badulla,Marriage Certificate,Delayed Processing,2024-09-06,2025-01-27,143,Resolved,4,Medium
C002452,Department of Education,Anuradhapura,Medical Certificate,Poor Facility Condition,2025-02-27,2025-03-10,11,Resolved,4,Low
C002453,Pradeshiya Sabha,Jaffna,Police Report,Delayed Processing,2025-06-19,2025-07-27,38,Resolved,4,Medium
C002454,Provincial Council Secretariat,Kilinochhi,Passport Application,Rude Staff Behavior,2025-04-27,2025-07-04,68,Resolved,2,Medium
C002455,Municipal Council,Gampaha,Tax Filing,Protocol Violation,2024-07-05,2024-08-22,48,Resolved,5,Low
C002456,Department of Motor Traffic,Monaragala,Passport Application,Delayed Processing,2024-05-29,2024-07-20,52,Resolved,5,Low
C002457,Department of Motor Traffic,Mannar,Police Report,Incorrect Information,2024-09-29,2025-02-12,136,Resolved,3,Low
C002458,Divisional Secretariat,Badulla,Visa Processing,Overcharging,2025-01-11,2025-04-21,100,Resolved,5,Low
C002459,Municipal Council,Kilinochhi,Passport Application,System Downtime,2024-12-28,2025-03-07,69,Resolved,4,High
C002460,Department of Pensions,Vavuniya,Pension Claims,Poor Facility Condition,2024-12-11,2025-04-11,121,Resolved,5,Medium
C002461,Department of Pensions,Matale,Birth Certificate,Rude Staff Behavior,2024-10-16,2024-11-02,17,Resolved,3,Low
C002462,Department of Motor Traffic,Puttalam,Tax Filing,Poor Facility Condition,2024-10-03,,352,Pending,2,High
C002463,Department of Health Services,Anuradhapura,Marriage Certificate,System Downtime,2024-07-30,2024-10-26,88,Resolved,2,Medium
C002464,Department of Education,Nuwara Eliya,Birth Certificate,Bribery Demand,2024-10-05,2025-01-15,102,Resolved,3,Low
C002465,Pradeshiya Sabha,Puttalam,Birth Certificate,Incorrect Information,2024-06-29,,448,Pending,1,Low
C002466,Municipal Council,Hambantota,Medical Certificate,Protocol Violation,2024-01-24,2024-04-07,74,Resolved,1,Medium
C002467,Registrar General Department,Jaffna,Tax Filing,Incorrect Information,2024-05-31,2024-07-11,41,Resolved,5,Low
C002468,Department of Education,Matara,Birth Certificate,Long Queue,2023-11-17,2024-03-02,106,Resolved,2,Low
C002469,Provincial Council Secretariat,Mannar,Marriage Certificate,Rude Staff Behavior,2025-07-13,2025-08-14,32,Resolved,3,High
C002470,Provincial Council Secretariat,Hambantota,Tax Filing,Rude Staff Behavior,2023-12-11,2024-04-30,141,Resolved,3,Low
C002471,Provincial Council Secretariat,Batticaloa,Visa Processing,Incorrect Information,2025-07-25,2025-09-09,46,Resolved,3,Medium
C002472,Department of Education,Galle,Medical Certificate,Rude Staff Behavior,2025-07-18,2025-11-23,128,Resolved,1,High
C002473,Department of Census and Statistics,Ratnapura,Marriage Certificate,Bribery Demand,2025-08-13,,38,Pending,2,High
C002474,Municipal Council,Kilinochhi,Pension Claims,Bribery Demand,2025-01-06,2025-06-03,148,Resolved,3,Low
C002475,Municipal Council,Gampaha,Medical Certificate,System Downtime,2023-09-24,,727,Pending,4,Medium
C002476,Department of Census and Statistics,Kilinochhi,Medical Certificate,Protocol Violation,2024-12-13,2024-12-30,17,Resolved,1,Medium
C002477,Department of Education,Badulla,Marriage Certificate,Rude Staff Behavior,2023-11-06,,684,Pending,4,Low
C002478,Inland Revenue Department,Kandy,Pension Claims,Long Queue,2024-03-29,2024-09-15,170,Resolved,5,Medium
C002479,Inland Revenue Department,Kegalle,Pension Claims,Protocol Violation,2024-05-10,2024-11-04,178,Resolved,4,Medium
C002480,Department of Motor Traffic,Galle,Birth Certificate,Bribery Demand,2025-08-31,,20,Pending,5,Low
C002481,Department of Health Services,Nuwara Eliya,Police Report,Long Queue,2024-09-09,2024-10-19,40,Resolved,4,Medium
C002482,Inland Revenue Department,Mannar,Marriage Certificate,System Downtime,2024-03-29,2024-09-07,162,Resolved,5,High
C002483,Inland Revenue Department,Matale,Marriage Certificate,Rude Staff Behavior,2024-09-15,2025-03-03,169,Resolved,4,Medium
C002484,Provincial Council Secretariat,Anuradhapura,School Admission,Rude Staff Behavior,2024-12-17,2025-05-24,158,Resolved,2,Low
C002485,Inland Revenue Department,Mannar,Passport Application,Rude Staff Behavior,2024-09-27,2025-03-23,177,Resolved,4,Low
C002486,Department of Motor Traffic,Ampara,Pension Claims,Delayed Processing,2024-12-01,,293,Pending,1,High
C002487,Department of Health Services,Anuradhapura,Land Registration,Delayed Processing,2025-04-07,2025-04-19,12,Resolved,4,Medium
C002488,Registrar General Department,Colombo,Land Registration,Delayed Processing,2024-03-01,2024-04-22,52,Resolved,3,Low
C002489,Provincial Council Secretariat,Badulla,Business Registration,Rude Staff Behavior,2024-01-01,2024-05-22,142,Resolved,2,Medium
C002490,Pradeshiya Sabha,Kegalle,Visa Processing,Protocol Violation,2025-02-06,2025-07-18,162,Resolved,3,High
C002491,Department of Pensions,Matale,Marriage Certificate,Bribery Demand,2024-11-06,2025-01-29,84,Resolved,3,High
C002492,Department of Immigration,Monaragala,Business Registration,Long Queue,2024-04-29,2024-06-08,40,Resolved,2,Medium
C002493,Municipal Council,Ratnapura,School Admission,Rude Staff Behavior,2025-06-04,2025-07-14,40,Resolved,3,Medium
C002494,Department of Immigration,Ratnapura,Tax Filing,Missing Documents,2025-08-01,2026-01-10,162,Resolved,5,Low
C002495,Department of Census and Statistics,Galle,Tax Filing,Long Queue,2024-03-26,2024-09-01,159,Resolved,5,High
C002496,Department of Education,Matara,Birth Certificate,Delayed Processing,2024-05-26,2024-11-05,163,Resolved,4,Medium
C002497,Inland Revenue Department,Colombo,Land Registration,System Downtime,2024-06-25,2024-10-29,126,Resolved,3,Low
C002498,Department of Census and Statistics,Matale,License Renewal,Delayed Processing,2025-04-15,2025-05-17,32,Resolved,4,Low
C002499,Department of Pensions,Badulla,Pension Claims,Bribery Demand,2024-10-19,2025-04-07,170,Resolved,1,Medium
C002500,Pradeshiya Sabha,Hambantota,Land Registration,Long Queue,2025-01-17,2025-04-26,99,Resolved,1,Low
C002501,Municipal Council,Kalutara,Tax Filing,Delayed Processing,2024-06-04,2024-07-19,45,Resolved,5,Low
C002502,Municipal Council,Kilinochhi,Tax Filing,Missing Documents,2024-06-21,,456,Pending,2,Low
C002503,Department of Health Services,Puttalam,Passport Application,Poor Facility Condition,2025-04-26,2025-05-20,24,Resolved,4,Low
C002504,Department of Motor Traffic,Matale,License Renewal,Incorrect Information,2025-04-03,2025-05-21,48,Resolved,1,Low
C002505,Municipal Council,Ampara,Birth Certificate,Rude Staff Behavior,2024-03-01,2024-03-20,19,Resolved,4,Medium
C002506,Inland Revenue Department,Puttalam,Passport Application,Missing Documents,2023-12-21,,639,Pending,1,High
C002507,Department of Education,Vavuniya,License Renewal,Poor Facility Condition,2025-06-17,2025-11-01,137,Resolved,4,High
C002508,Department of Education,Matara,Birth Certificate,Poor Facility Condition,2025-01-18,2025-03-02,43,Resolved,3,High
C002509,Municipal Council,Kegalle,License Renewal,Overcharging,2024-03-28,,541,Pending,2,High
C002510,Department of Education,Polonnaruwa,Business Registration,Missing Documents,2025-09-02,2026-01-16,136,Resolved,4,Low
C002511,Pradeshiya Sabha,Monaragala,Visa Processing,Bribery Demand,2025-07-04,2025-12-13,162,Resolved,4,Low
C002512,Inland Revenue Department,Colombo,Business Registration,Poor Facility Condition,2023-12-23,2024-03-30,98,Resolved,3,Medium
C002513,Registrar General Department,Puttalam,Birth Certificate,System Downtime,2024-03-25,2024-05-02,38,Resolved,1,Medium
C002514,Department of Pensions,Puttalam,Medical Certificate,Overcharging,2024-09-12,2024-12-18,97,Resolved,3,Medium
C002515,Department of Health Services,Kurunegala,Land Registration,Missing Documents,2024-07-07,2024-07-20,13,Resolved,1,Low
C002516,Department of Pensions,Puttalam,Land Registration,Poor Facility Condition,2025-03-31,2025-07-21,112,Resolved,3,Low
C002517,Inland Revenue Department,Vavuniya,Tax Filing,Missing Documents,2024-08-02,2024-08-25,23,Resolved,3,Medium
C002518,Department of Health Services,Matara,Tax Filing,System Downtime,2023-10-25,2024-01-18,85,Resolved,1,Medium
C002519,Department of Pensions,Puttalam,Pension Claims,Poor Facility Condition,2025-01-14,2025-06-14,151,Resolved,4,Low
C002520,Divisional Secretariat,Polonnaruwa,Tax Filing,Rude Staff Behavior,2025-01-08,2025-02-06,29,Resolved,5,Medium
C002521,Department of Census and Statistics,Puttalam,Land Registration,Long Queue,2024-10-14,2024-12-06,53,Resolved,1,Low
C002522,Department of Education,Mullaitivu,Medical Certificate,Bribery Demand,2024-09-13,,372,Pending,2,Low
C002523,Provincial Council Secretariat,Anuradhapura,Business Registration,Poor Facility Condition,2024-05-18,2024-08-07,81,Resolved,4,Medium
C002524,Department of Health Services,Matara,Visa Processing,System Downtime,2025-06-08,2025-08-20,73,Resolved,3,Medium
C002525,Registrar General Department,Jaffna,School Admission,Delayed Processing,2024-07-16,2024-10-03,79,Resolved,4,Low
C002526,Pradeshiya Sabha,Hambantota,Visa Processing,Poor Facility Condition,2025-05-30,2025-11-02,156,Resolved,2,Low
C002527,Department of Pensions,Colombo,Business Registration,Protocol Violation,2024-05-09,2024-07-18,70,Resolved,5,Low
C002528,Department of Health Services,Matale,School Admission,Overcharging,2024-05-07,,501,Pending,1,Medium
C002529,Municipal Council,Kegalle,Business Registration,Poor Facility Condition,2024-05-01,2024-10-20,172,Resolved,5,High
C002530,Department of Motor Traffic,Kegalle,School Admission,Overcharging,2024-06-23,,454,Pending,1,Low
C002531,Department of Education,Kilinochhi,Visa Processing,Protocol Violation,2025-08-28,2025-12-29,123,Resolved,4,Low
C002532,Department of Education,Puttalam,Marriage Certificate,Rude Staff Behavior,2024-07-10,2024-10-24,106,Resolved,3,Low
C002533,Department of Health Services,Jaffna,Pension Claims,Delayed Processing,2023-10-01,,720,Pending,1,Low
C002534,Department of Immigration,Ratnapura,Tax Filing,Delayed Processing,2025-06-07,2025-06-21,14,Resolved,5,Low
C002535,Department of Health Services,Mannar,Business Registration,Poor Facility Condition,2024-01-16,2024-05-14,119,Resolved,3,Low
C002536,Department of Education,Colombo,Business Registration,Missing Documents,2024-08-24,2025-02-01,161,Resolved,4,High
C002537,Registrar General Department,Hambantota,Police Report,System Downtime,2023-12-10,2024-05-15,157,Resolved,2,Medium
C002538,Inland Revenue Department,Kalutara,Birth Certificate,Bribery Demand,2024-04-01,2024-06-24,84,Resolved,3,High
C002539,Department of Immigration,Galle,Pension Claims,Rude Staff Behavior,2025-04-06,2025-05-29,53,Resolved,3,High
C002540,Department of Pensions,Batticaloa,Visa Processing,Rude Staff Behavior,2024-02-06,,592,Pending,1,Low
C002541,Municipal Council,Batticaloa,Police Report,Poor Facility Condition,2024-04-20,2024-04-25,5,Resolved,3,Low
C002542,Provincial Council Secretariat,Colombo,License Renewal,Protocol Violation,2025-08-30,2026-02-15,169,Resolved,3,Medium
C002543,Department of Pensions,Vavuniya,School Admission,Long Queue,2025-07-18,2025-08-24,37,Resolved,4,Low
C002544,Department of Education,Batticaloa,Visa Processing,Delayed Processing,2025-07-21,,61,Pending,2,Low
C002545,Department of Census and Statistics,Gampaha,Marriage Certificate,Bribery Demand,2024-03-31,2024-06-17,78,Resolved,2,Medium
C002546,Provincial Council Secretariat,Anuradhapura,Visa Processing,Missing Documents,2024-09-30,2024-11-11,42,Resolved,2,Low
C002547,Department of Immigration,Galle,Passport Application,Rude Staff Behavior,2024-03-24,2024-06-19,87,Resolved,4,Medium
C002548,Department of Motor Traffic,Matale,Tax Filing,Missing Documents,2024-02-24,2024-04-24,60,Resolved,1,Medium
C002549,Inland Revenue Department,Galle,Visa Processing,Missing Documents,2024-01-09,2024-01-12,3,Resolved,2,Low
C002550,Department of Health Services,Batticaloa,Tax Filing,Long Queue,2023-11-29,2023-12-31,32,Resolved,4,Low
C002551,Divisional Secretariat,Mannar,Tax Filing,Bribery Demand,2024-12-01,,293,Pending,2,High
C002552,Department of Motor Traffic,Kalutara,Marriage Certificate,Bribery Demand,2023-11-18,2024-05-01,165,Resolved,3,Medium
C002553,Department of Motor Traffic,Galle,Visa Processing,Rude Staff Behavior,2025-04-12,2025-08-15,125,Resolved,2,Low
C002554,Divisional Secretariat,Ratnapura,License Renewal,Delayed Processing,2025-03-27,2025-04-14,18,Resolved,5,Low
C002555,Department of Pensions,Gampaha,Tax Filing,Long Queue,2024-03-05,2024-08-22,170,Resolved,4,Low
C002556,Provincial Council Secretariat,Batticaloa,Police Report,Delayed Processing,2024-11-17,2025-01-23,67,Resolved,4,Medium
C002557,Department of Pensions,Mullaitivu,Birth Certificate,Poor Facility Condition,2025-01-20,2025-07-16,177,Resolved,3,Medium
C002558,Department of Motor Traffic,Vavuniya,Tax Filing,Protocol Violation,2025-05-28,2025-07-14,47,Resolved,5,Low
C002559,Department of Immigration,Kilinochhi,Business Registration,Delayed Processing,2024-12-15,2025-06-07,174,Resolved,3,Low
C002560,Department of Census and Statistics,Vavuniya,Pension Claims,Protocol Violation,2024-08-10,2025-01-07,150,Resolved,4,Low
C002561,Department of Education,Matara,Medical Certificate,Bribery Demand,2024-06-07,2024-07-15,38,Resolved,5,Low
C002562,Registrar General Department,Gampaha,Birth Certificate,Protocol Violation,2023-12-08,2024-01-03,26,Resolved,2,Low
C002563,Pradeshiya Sabha,Kurunegala,Pension Claims,Poor Facility Condition,2025-02-27,,205,Pending,2,Low
C002564,Department of Education,Jaffna,Police Report,Long Queue,2023-12-05,2023-12-18,13,Resolved,5,Medium
C002565,Divisional Secretariat,Anuradhapura,Visa Processing,System Downtime,2024-05-08,2024-08-07,91,Resolved,2,Low
C002566,Department of Immigration,Nuwara Eliya,Marriage Certificate,Overcharging,2024-08-11,2024-09-09,29,Resolved,3,High
C002567,Department of Immigration,Colombo,Tax Filing,Incorrect Information,2024-06-07,2024-10-28,143,Resolved,3,Low
C002568,Municipal Council,Hambantota,School Admission,Missing Documents,2024-01-14,2024-04-20,97,Resolved,4,Medium
C002569,Inland Revenue Department,Galle,Visa Processing,Incorrect Information,2024-04-04,2024-04-05,1,Resolved,4,Low
C002570,Divisional Secretariat,Puttalam,Tax Filing,Long Queue,2023-10-09,2024-02-19,133,Resolved,3,Low
